"FIPS","Z","aprilDeaths","juneDeaths","State","ruralUrban","pop2018","percentNoHS","percentBA","pov18","unemp18","density","age017","age65plus","docsPer100k","Total.Active.Patient.Care.Physicians.per.100000.Population.2018..AAMC.","black","asian","hisp","white","AmInd","dem2party","aprilInfec","aprilTrend"
1025,TRUE,10,104,"AL","Clarke County",7,23920,18.8,1.8,5381,7.5,2.98571428571429,742.142857142857,4753,196.7,1543.28571428571,20.7142857142857,46.5714285714286,1825.85714285714,29.1428571428571,0.496736696679529,552,0.979936616910515
1027,TRUE,5,60,"AL","Clay County",9,13275,24.5,1.13333333333333,2285,3.9,2.56666666666667,298.666666666667,2751,196.7,224.444444444444,6.33333333333333,44.4444444444444,1227.33333333333,17.5555555555556,0.224664224664225,427,0.981814623799278
1029,TRUE,12,30,"AL","Cleburne County",8,14987,22.6,1.7125,2356,4.2,3.3375,426.5,2915,196.7,67.625,7.125,46.5,1779.25,19.125,0.108695652173913,327,0.740531631177355
1031,TRUE,5,31,"AL","Coffee County",4,51909,13.8,5.85,7053,3.9,18.4,3070,8801,196.7,2465.75,316.5,983.75,9842,338,0.244240423629737,1418,0.999221053684723
1033,TRUE,31,132,"AL","Colbert County",3,54762,15.6,6.23333333333333,7459,4.6,30.6,3790,10914,196.7,3139,144.666666666667,488.333333333333,14712.6666666667,259.333333333333,0.351637154737973,414,0.997103703397065
1035,TRUE,0,48,"AL","Conecuh County",7,12277,19.2,1.52857142857143,2979,5.2,2.22857142857143,364.285714285714,2762,196.7,823.571428571429,6.85714285714286,37.7142857142857,905.571428571429,19.2857142857143,0.552870379214825,179,0.903270508610486
1037,TRUE,17,30,"AL","Coosa County",8,10715,20.4,1.45,1973,4.2,2.2125,222.125,2481,196.7,421.125,4.25,33.75,895.875,17,0.377829724409449,550,0.997772825742854
1039,TRUE,8,54,"AL","Covington County",6,36986,17.1,2.48333333333333,7239,4.6,6.1,1348.16666666667,7790,196.7,833.166666666667,37.8333333333333,107.833333333333,5211.5,83.8333333333333,0.178372255141164,548,0.998330085113716
1041,TRUE,0,90,"AL","Crenshaw County",8,13824,21.6,1.95,2661,4.1,2.85,395,2629,196.7,426.125,22.875,40,1257.75,22.375,0.328898174620629,174,0.986561539259094
1043,TRUE,18,46,"AL","Cullman County",4,83442,18.2,3.425,11925,3.3,27.35,4689.25,15446,196.7,376.5,177.75,924.75,19996.25,303.5,0.106722991191803,1079,0.966672550423422
1045,TRUE,0,0,"AL","Dale County",4,48956,14.2,4.25,7743,4.2,22.4,2811.75,8270,196.7,2738.5,258.5,812.5,9029.75,218,0.279928060249541,404,0.996880562809422
1047,TRUE,36,168,"AL","Dallas County",4,38310,19.3,3.775,11841,6.5,11.2,2280.25,6921,196.7,6800.5,67.5,106.5,2657.5,54,0.749005645368232,591,0.991735105163484
1049,TRUE,29,134,"AL","DeKalb County",6,71385,25.9,2.11666666666667,14975,3.8,15.25,2864.66666666667,12322,196.7,288,81,1765.83333333333,11030.6666666667,431.166666666667,0.157049057812417,1116,0.998218658126917
1051,TRUE,15,316,"AL","Elmore County",2,81887,13.6,12.25,8559,3.4,64.1,9105.5,12400,196.7,9128,456.5,1233.5,30900,473.5,0.255279733234531,1472,0.997438320679284
1053,TRUE,9,127,"AL","Escambia County",6,36748,18.5,2.11666666666667,8022,4.6,6.75,1369.83333333333,6596,196.7,2003.16666666667,34,151.166666666667,3798.66666666667,295,0.367722433959784,373,0.994651301818742
1055,TRUE,182,366,"AL","Etowah County",3,102501,15.5,5.9,17509,4.1,65.0666666666667,7332.33333333333,19487,196.7,5670.66666666667,355,1372,27598.6666666667,464,0.273134373671747,2434,0.999554962149744
1057,TRUE,0,13,"AL","Fayette County",6,16433,17.6,2.15,3801,4.1,4.58333333333333,578.666666666667,3472,196.7,353.5,15.3333333333333,49.5,2346,25.6666666666667,0.189870238593554,96,0.915640333527416
1059,TRUE,5,297,"AL","Franklin County",6,31363,23.2,2.15,5939,3.7,8.33333333333333,1282.5,5296,196.7,277.833333333333,25.6666666666667,927.833333333333,4789.66666666667,125,0.219230769230769,561,0.995209009476512
1061,TRUE,0,0,"AL","Geneva County",3,26314,20.9,3.7,5537,3.9,15.5333333333333,1922.66666666667,5341,196.7,910,50,354.666666666667,7650.33333333333,161.666666666667,0.158561042867887,92,0.969010815769954
1063,TRUE,3,158,"AL","Greene County",8,8233,24.1,1.2625,2459,6.7,1.75,228.125,1837,196.7,829.125,3.75,17.125,189.875,7.375,0.862049292560475,741,0.998775668748985
1065,TRUE,20,439,"AL","Hale County",3,14726,16.4,4.7,3705,5.1,8.16666666666667,1131.33333333333,2829,196.7,2869,19.6666666666667,66.6666666666667,1996,25.6666666666667,0.663490656621612,639,0.997661336516767
1067,TRUE,7,76,"AL","Henry County",3,17209,19.8,6,3037,4.4,10.2666666666667,1182.33333333333,3910,196.7,1557,31,153.333333333333,4093.33333333333,59,0.347733105218135,401,0.995317177969337
1069,TRUE,58,136,"AL","Houston County",3,104722,14.3,7,17032,4,58.3666666666667,8040,18639,196.7,9890.66666666667,509.666666666667,1200.33333333333,24108,440,0.304806269339432,1542,0.996662240963084
1071,TRUE,51,83,"AL","Jackson County",6,51736,17.5,2.36666666666667,10046,4.1,8.23333333333333,1801,10373,196.7,375.166666666667,65.3333333333333,254.666666666667,7869.16666666667,307.666666666667,0.198412148107059,912,0.9981072187006
1073,TRUE,649,3558,"AL","Jefferson County",1,659300,10.3,32.4,103604,3.7,592.5,150071,104547,196.7,291185,13955,26246,350457,4702,0.556987097686023,18608,0.999777505837718
1075,TRUE,0,5,"AL","Lamar County",8,13844,17.6,1.5625,2374,3.8,3.0125,370.125,2998,196.7,198.75,5.5,29.25,1510.5,17,0.173095750930096,210,0.960958592530499
1077,TRUE,83,99,"AL","Lauderdale County",3,92387,12.6,7.96666666666667,12645,4.2,46.2666666666667,6056,18563,196.7,3381.33333333333,307.666666666667,881.333333333333,26786,329.333333333333,0.284214191467527,673,0.993081112916235
1079,TRUE,0,0,"AL","Lawrence County",3,32957,21,3.9,6297,4.2,16.5666666666667,2371.66666666667,6151,196.7,1299.33333333333,57.6666666666667,244.666666666667,8590.66666666667,1048.66666666667,0.282430745040004,262,0.953303488776273
1081,TRUE,385,1049,"AL","Lee County",3,163941,9.5,11.3666666666667,30075,3.6,76.9333333333333,11631,19481,196.7,13072,2590.66666666667,2054.66666666667,38563.3333333333,468,0.395505668074861,7616,0.999888759107504
1083,TRUE,0,0,"AL","Limestone County",2,96174,15.7,12.75,10633,3.5,73.9,10848,14608,196.7,7182.5,994,2955,39028,873,0.262392406662216,1105,0.984572733754106
1085,TRUE,9,426,"AL","Lowndes County",2,9974,22.5,7.05,2474,7.3,7.9,1128,1880,196.7,3634,25.5,86.5,1292.5,34.5,0.780096308186196,701,0.999332368902991
1087,TRUE,41,173,"AL","Macon County",6,18439,18.3,3.45,5031,5.5,5.86666666666667,519.666666666667,3756,196.7,2505.5,29,56.1666666666667,521.333333333333,27.6666666666667,0.871876009041007,568,0.997438544815807
1089,TRUE,92,159,"AL","Madison County",2,366519,8.9,20.85,42667,3.5,208.85,39983,55125,196.7,47977,6449,9289,126169,3242,0.428826303593615,5464,0.965824628093656
1091,TRUE,44,263,"AL","Marengo County",7,19066,16.2,2.2,4499,5,3.07142857142857,619.285714285714,3737,196.7,1414.28571428571,12,70.2857142857143,1277,17.5714285714286,0.584514914396658,753,0.996437714316448
1093,TRUE,119,351,"AL","Marion County",7,29763,20.3,1.87142857142857,5844,4.1,5.92857142857143,883.285714285714,6321,196.7,190,20.2857142857143,109.428571428571,3998,44.5714285714286,0.123544772059624,1482,0.996771982474711
1095,TRUE,82,270,"AL","Marshall County",4,96109,19.1,4.8,17341,3.4,41.1,5984,16375,196.7,935.25,229.5,3442,22346,482.25,0.149146380018969,4279,0.999777505837718
1097,TRUE,708,3846,"AL","Mobile County",2,413757,13.8,11.45,84539,4.7,167.95,48355.5,67041,196.7,76540.5,5121,6324,122473.5,3292,0.453863357099102,16202,0.999888759107504
1099,TRUE,24,60,"AL","Monroe County",7,21067,16.3,2.01428571428571,4560,6.2,3.21428571428571,649,4275,196.7,1269.71428571429,20.7142857142857,48.5714285714286,1658.85714285714,63.7142857142857,0.485028128969814,228,0.988252260953342
1101,TRUE,102,2067,"AL","Montgomery County",2,225763,14.4,16.05,43567,4,146.25,26387,34173,196.7,67630,4118.5,3968.5,40572.5,908,0.676629965601052,5282,0.999888759107504
1103,TRUE,0,54,"AL","Morgan County",3,119089,16.7,7.23333333333333,15419,3.5,68.7666666666667,9056,20803,196.7,5592.66666666667,397.333333333333,3355.66666666667,32863.6666666667,851,0.247812595719746,1303,0.996660381962105
1105,TRUE,0,0,"AL","Perry County",8,9140,21.9,1.9625,2943,6.5,1.8375,242.75,1774,196.7,779.5,8.375,16.5,348.875,6.125,0.785621481160676,171,0.937914981789438
1107,TRUE,9,174,"AL","Pickens County",3,19938,19.4,4.5,4177,4.6,7.46666666666667,1307,3793,196.7,2718.66666666667,30.6666666666667,316,3843.33333333333,36,0.508396627412724,871,0.996436621856779
1109,TRUE,0,71,"AL","Pike County",6,33338,19,3.93333333333333,7315,4.5,8.15,1054.66666666667,4987,196.7,2149,142.833333333333,133.666666666667,3193.83333333333,81.1666666666667,0.455857075889369,996,0.998998386037683
1111,TRUE,89,244,"AL","Randolph County",6,22725,21.2,2.48333333333333,4375,4,6.58333333333333,812.333333333333,4625,196.7,776,22.8333333333333,110.166666666667,2948.16666666667,41.6666666666667,0.268368449486764,1175,0.996101197046222
1113,TRUE,0,0,"AL","Russell County",2,57781,16.7,8.25,12384,4,41.3,6984,8280,196.7,13624.5,460.5,1622.5,14432.5,431,0.549985640894732,954,0.993873254376601
1115,TRUE,0,56,"AL","St. Clair County",1,88690,15.2,16.5,10432,3.5,132.3,20126,14738,196.7,9008,1031,2224,77839,868,0.154018506165871,1408,0.998219551378669
1117,TRUE,193,625,"AL","Shelby County",1,215707,7.8,42.1,16916,2.9,248.5,50645,33087,196.7,29557,5870,12465,178681,1871,0.23484727224223,6782,0.999666240186509
1119,TRUE,13,314,"AL","Sumter County",8,12691,15.8,2.725,4076,5.9,1.9,300.875,2286,196.7,1145.875,34.375,18.25,400.625,6.375,0.804962646744931,910,0.998330978066937
1121,TRUE,28,161,"AL","Talladega County",4,79828,19,3.575,14825,4.3,27.925,4229.5,14370,196.7,6757,188.75,470.75,12836.5,218.5,0.410538398874324,1138,0.999109726064335
1123,TRUE,255,2021,"AL","Tallapoosa County",6,40497,19.5,3.05,7839,4.2,9.68333333333333,1394.83333333333,8731,196.7,1886.66666666667,56.5,158.666666666667,4753.83333333333,63.3333333333333,0.335934039726074,4330,0.999443770785694
1125,TRUE,7,790,"AL","Tuscaloosa County",3,208911,11.6,10.1,33330,3.7,49.1,14587,27743,196.7,22824,1404.33333333333,2705,44994,509.333333333333,0.422062578302171,3769,0.998553794142073
1127,TRUE,0,221,"AL","Walker County",1,63711,19.1,11.6,11231,4.2,84.7,14143,12311,196.7,4480,505,1634,57950,798,0.170796924986869,2289,0.974703632732855
1129,TRUE,30,181,"AL","Washington County",8,16378,19.6,1.3875,2846,5.8,2.0375,450.5,3130,196.7,493.375,24.25,32.375,1354.75,177.625,0.355394157009956,441,0.995875811440928
1131,TRUE,13,231,"AL","Wilcox County",9,10627,23.1,1.38888888888889,3504,9.6,1.45555555555556,280.555555555556,2066,196.7,847.222222222222,4.44444444444444,16.6666666666667,323.888888888889,6.55555555555556,0.76619443087445,1038,0.999443671723284
1133,TRUE,0,29,"AL","Winston County",6,23660,21.9,2.25,4338,4.2,6.65,805.5,5101,196.7,57.3333333333333,21.6666666666667,126,3792.83333333333,70.5,0.0849757673667205,205,0.986110436565524
4001,TRUE,97,1804,"AZ","Apache County",6,71818,20.4,1.95,26435,10.1,1.06666666666667,3253,10986,224,145.666666666667,85.3333333333333,765,2678.16666666667,9087.66666666667,0.674604114836315,4788,0.999554962149744
4003,TRUE,0,151,"AZ","Cochise County",3,126770,12.8,7.66666666666667,18273,5.6,7.1,9104,28326,224,2433.66666666667,1482,15057.6666666667,37065,1266.66666666667,0.383236689509752,610,0.99654735281887
4005,TRUE,708,2631,"AZ","Coconino County",3,142854,10.4,11.8666666666667,20964,5.5,2.4,9818,17855,224,1085.33333333333,1462,6796.33333333333,31270.6666666667,13847.6666666667,0.605546419494693,8523,0.999555061179088
4007,TRUE,0,100,"AZ","Gila County",4,53889,14.7,4.625,10804,5.9,2.825,2706.75,15506,224,162.25,164.5,2524.5,10578,2552.25,0.330564078357328,184,0.956831617113301
4009,TRUE,0,30,"AZ","Graham County",7,38072,14.4,2.18571428571429,7118,5.1,1.15714285714286,1469.57142857143,5310,224,133.714285714286,60,1802.42857142857,4445,793,0.291453293307434,113,0.7010101745387
4011,TRUE,0,22,"AZ","Greenlee County",7,9483,11,1.7,985,4.3,0.657142857142857,370,1248,224,38.7142857142857,17.4285714285714,640.714285714286,1221.42857142857,75.1428571428571,0.365951742627346,50,0.816950568497377
4012,TRUE,13,72,"AZ","La Paz County",6,21098,22.7,2.06666666666667,4921,6.2,0.766666666666667,590,8287,224,66.6666666666667,49.3333333333333,987.5,2690.5,706.833333333333,0.282359268555038,150,0.982848599637055
4013,TRUE,2069,17543,"AZ","Maricopa County",1,4410824,12.6,32,535183,4.1,414.9,1052788,669285,224,332558,254326,1379637,3663379,161777,0.484673867174895,68745,1
4015,TRUE,47,2008,"AZ","Mohave County",3,209550,14.7,4.3,34411,5.8,5,11913,63526,224,1320.33333333333,1321,11756.3333333333,64110.3333333333,2996,0.230468595270475,1476,0.999554962149744
4017,TRUE,289,2705,"AZ","Navajo County",4,110445,17.2,3.95,30876,7.8,2.7,7368,20010,224,466.5,284.5,3162.25,13922,12967,0.444405443352414,12054,1
4019,TRUE,1224,6901,"AZ","Pima County",2,1039073,11.7,15.95,164927,4.5,53.35,108368,205255,224,27409.5,23396.5,195091.5,441052.5,28307.5,0.572984705003201,22392,0.999888759107504
4021,TRUE,110,1439,"AZ","Pinal County",1,447138,14.6,19,54399,5,70,100778,91129,224,28677,12434,136046,370360,35655,0.396749260630763,6362,1
4023,TRUE,0,289,"AZ","Santa Cruz County",4,46511,24.4,5.25,11287,9.3,9.575,3108.75,8421,224,143.25,110.5,9702.75,11128.25,235.25,0.749983960993135,471,0.997326794059527
4025,TRUE,19,205,"AZ","Yavapai County",3,231993,9.7,8.4,30060,4.5,8.66666666666667,12562.3333333333,73278,224,1086,1370,11348.6666666667,72259,2620.66666666667,0.332865693976805,1907,0.994432687854348
4027,TRUE,15,1545,"AZ","Yuma County",3,212128,27.9,4.93333333333333,39648,17,11.8333333333333,17831.3333333333,39828,224,2353.33333333333,1649.33333333333,45475,64485.6666666667,2231.33333333333,0.494374120956399,928,0.99051443425955
6001,TRUE,969,3403,"CA","Alameda County",1,1666753,12,46,147394,3,2043.6,342510,230510,243.8,215560,582336,373040,828966,38212,0.842947521464919,29743,0.999666240186509
6003,TRUE,0,0,"CA","Alpine County",8,1101,11.1,3.75,190,4.6,0.2,24.125,280,243.8,2.75,3.625,15.625,96.25,35.25,0.606170598911071,48,0.707499945954867
6005,TRUE,0,0,"CA","Amador County",6,39383,9.7,3.38333333333333,4130,4,10.6833333333333,985.666666666667,10633,243.8,232,174.833333333333,943.5,5885.33333333333,270.166666666667,0.364121535569167,179,0.939700790815024
6007,TRUE,0,35,"CA","Butte County",3,231256,10.7,8.83333333333333,42016,5,44.8,15404.3333333333,42992,243.8,2399,4993,12842.6666666667,66224,3467,0.479374012524363,424,0.919810397834469
6009,TRUE,0,0,"CA","Calaveras County",6,45602,9.6,3.11666666666667,5454,4,7.45,1286.83333333333,12553,243.8,133.5,220.166666666667,940.5,6932.33333333333,309.5,0.37026334187835,273,0.985320509900335
6011,TRUE,0,0,"CA","Colusa County",6,21627,30.6,2.56666666666667,2350,12.9,3.1,984.5,3163,243.8,77.5,81.8333333333333,2174.66666666667,3286.83333333333,141.333333333333,0.428364455891822,80,0.739328980556386
6013,TRUE,458,1575,"CA","Contra Costa County",1,1150215,10.6,41.7,88980,3.2,1465.2,259791,181443,243.8,128973,243869,297255,753341,25713,0.733583308634487,18072,0.999777505837718
6015,TRUE,0,13,"CA","Del Norte County",7,27828,19,2.04285714285714,5065,5.5,4.05714285714286,836.285714285714,5018,243.8,180,178.714285714286,796.571428571429,3115.42857142857,499.428571428571,0.404339250493097,60,0.775457810885116
6017,TRUE,0,0,"CA","El Dorado County",1,190678,6.9,33.7,15401,3.6,106,37821,40389,243.8,3301,12382,24640,169435,5379,0.425027145042089,991,0.99554066897428
6019,TRUE,146,1683,"CA","Fresno County",2,994400,24.7,10.35,208627,7.5,78.1,140909.5,122113,243.8,33963.5,61565.5,265838.5,381341.5,21063,0.53257846942236,8238,0.999443671723284
6021,TRUE,0,0,"CA","Glenn County",6,28047,24.7,2.31666666666667,4271,6.5,3.56666666666667,1242.16666666667,4453,243.8,97.8333333333333,173.833333333333,1977,4167.16666666667,228,0.346210324183892,106,0.962130561258541
6023,TRUE,0,118,"CA","Humboldt County",5,136373,9.7,5.96,27002,3.6,7.54,5236.8,24380,243.8,749.4,1241.6,3231.2,22738.6,2549.2,0.643747697438582,1463,0.981474679894876
6025,TRUE,123,1594,"CA","Imperial County",3,181827,31,4.83333333333333,37014,18.1,13.9333333333333,17255,23580,243.8,2295,1678,51252,54586.6666666667,2011.66666666667,0.719997355138745,4373,0.999109726064335
6027,TRUE,7,30,"CA","Inyo County",7,17987,11.2,3.72857142857143,2172,3.9,0.257142857142857,525.857142857143,4210,243.8,49,63.7142857142857,582.142857142857,2056.57142857143,397,0.42617857625287,447,0.980227210273074
6029,TRUE,95,1634,"CA","Kern County",2,896764,26.2,8.05,177021,8,51.65,129590,98347,243.8,32624.5,29118.5,241923,369088,17848,0.432328834334328,15270,1
6031,TRUE,19,353,"CA","Kings County",3,151366,26.3,4.5,25481,7.7,36.7,13654.6666666667,15516,243.8,4285.33333333333,3039.66666666667,27733.3333333333,40871.6666666667,2225.33333333333,0.429422894985809,776,0.993191505180235
6033,TRUE,0,0,"CA","Lake County",4,64382,14.8,3.95,11689,5.2,12.875,3372.5,14635,243.8,528,397.5,3429.25,14038.5,1128,0.520291363163371,122,0.930750172879869
6035,TRUE,0,0,"CA","Lassen County",7,30802,17.2,1.71428571428571,3653,4.8,1.1,752.428571428571,4667,243.8,411.714285714286,107.142857142857,845.714285714286,3569.71428571429,276.428571428571,0.226985098999796,0,0
6037,TRUE,14750,87806,"CA","Los Angeles County",1,10105518,21.3,31.8,1409155,4.7,2419.6,2188893,1375957,243.8,1007892,1720889,4915287,7151444,231340,0.761992104775754,361248,1
6039,TRUE,56,113,"CA","Madera County",3,157672,28.1,4.83333333333333,30201,7,23.5333333333333,14446.3333333333,22051,243.8,2559.33333333333,1676,30646.3333333333,45198,3040.66666666667,0.421656019412668,1010,0.988926452454807
6041,TRUE,291,520,"CA","Marin County",1,259666,6.8,58.8,16742,2.4,485.1,51925,57943,243.8,9744,22966,41846,221914,5026,0.833144284860283,5254,0.998219551378669
6043,TRUE,0,30,"CA","Mariposa County",8,17471,9.6,2.925,2569,5.3,1.575,353.5,4882,243.8,47.625,54.375,254.375,1952.125,125.75,0.375827615264235,5,0.520545619456627
6045,TRUE,0,0,"CA","Mendocino County",4,87606,13.1,6.175,15140,3.9,6.275,4678.25,19366,243.8,432.5,686.5,5611.25,18873.5,1893.25,0.669730336397003,177,0.897778744503518
6047,TRUE,71,246,"CA","Merced County",2,274765,30.6,7,56863,8.3,66.1,40294,30845,243.8,6895.5,12581,82718.5,112685.5,5130.5,0.565049513945671,2090,0.999443671723284
6049,TRUE,0,0,"CA","Modoc County",6,8777,14.4,2.65,1631,7.5,0.416666666666667,284.666666666667,2358,243.8,35.5,27.3333333333333,208,1291.83333333333,103.666666666667,0.245452001119507,0,0
6051,TRUE,30,30,"CA","Mono County",7,14250,11.3,4.37142857142857,1312,3.8,0.671428571428571,372.571428571429,2253,243.8,34.8571428571429,67.5714285714286,560.857142857143,1839.85714285714,87.1428571428571,0.567772317772318,657,0.981247985197339
6053,TRUE,93,345,"CA","Monterey County",2,435594,28.7,12.25,55614,6.3,63.25,56917,59201,243.8,9719.5,19135.5,128786,180178,8550.5,0.718550123807296,3386,0.999109726064335
6055,TRUE,56,104,"CA","Napa County",3,139417,14.9,11.6333333333333,11829,2.9,60.8,9600,26665,243.8,1526.33333333333,4792.66666666667,16033.6666666667,38948.3333333333,1110.33333333333,0.692439498321851,1219,0.998775668748985
6057,TRUE,27,30,"CA","Nevada County",4,99696,5.8,9.15,10171,3.5,25.775,4267.75,27380,243.8,302.75,617.5,2411,23273.5,709.25,0.527196568052127,1037,0.961360467190123
6059,TRUE,777,7086,"CA","Orange County",1,3185968,14.9,39.9,330559,2.9,3807.7,698788,470387,243.8,89178,754934,1088251,2278624,56548,0.546017443239648,42970,1
6061,TRUE,174,283,"CA","Placer County",1,393149,5.4,38.6,27596,3.2,247.6,87441,76906,243.8,11102,41237,56026,331535,8981,0.43587493403381,3721,0.998998386037683
6063,TRUE,0,0,"CA","Plumas County",7,18804,6.1,3.35714285714286,2317,7.5,1.11428571428571,453.285714285714,5345,243.8,51.7142857142857,52.7142857142857,246.571428571429,2438.71428571429,138.428571428571,0.389570897623606,103,0.83393007925464
6065,TRUE,2001,11793,"CA","Riverside County",1,2450758,18.3,21.8,307511,4.4,303.8,616126,353122,243.8,209242,212292,1214445,1954479,72883,0.528610712679188,64229,0.999332368902991
6067,TRUE,874,1904,"CA","Sacramento County",1,1540975,12.6,30.4,217138,3.8,1470.8,363909,217601,243.8,208136,308673,361318,970616,50362,0.632057804006111,23112,0.999554962149744
6069,TRUE,57,60,"CA","San Benito County",1,61537,20.1,19.7,5294,5.1,39.8,15827,7937,243.8,1417,3007,37276,54070,2865,0.614919948924467,1131,0.99083677179574
6071,TRUE,1341,6901,"CA","San Bernardino County",1,2171603,20.5,20.3,317514,4,101.5,572278,251361,243.8,235137,198205,1171925,1666544,71530,0.556853031568043,31921,0.999554962149744
6073,TRUE,1845,9616,"CA","San Diego County",1,3343364,12.9,38.1,372148,3.3,735.8,722408,469454,243.8,229875,509395,1135348,2522987,76068,0.60620717053976,61203,0.999777505837718
6075,FALSE,481,1375,"CA","San Francisco County",1,883305,11.5,57.1,87596,2.4,17179.2,118692,138249,243.8,60292,342336,134664,467444,14969,0.901539297545275,29902,1
6077,TRUE,510,1314,"CA","San Joaquin County",2,752660,21.1,9.2,105351,6,246.3,102158,95916,243.8,37442,75226.5,157785.5,250208,13810.5,0.57661620489384,10514,1
6079,TRUE,26,30,"CA","San Luis Obispo County",2,284010,9.1,17.3,34200,2.9,40.85,25000,57040,243.8,4004,8054,32387,126093,3873,0.544385946410754,3788,0.999109726064335
6081,TRUE,815,2916,"CA","San Mateo County",1,769545,10.8,49.9,51830,2.2,1602.2,158383,123921,243.8,28670,257562,187110,462008,12786,0.80416887810122,23487,0.999666240186509
6083,TRUE,104,611,"CA","Santa Barbara County",2,446527,19,16.9,54029,3.9,77.5,49393.5,68465,243.8,7505.5,17543.5,102343,190694.5,7759,0.655274697719364,9560,0.999777505837718
6085,TRUE,2056,4495,"CA","Santa Clara County",1,1937570,11.9,51.3,139074,2.6,1381,424427,261131,243.8,71703,796716,490505,1028134,39779,0.779400161459841,50120,0.998998386037683
6087,FALSE,47,66,"CA","Santa Cruz County",2,274255,13.6,20,32027,4.9,294.7,26426,45127,243.8,3323,10005,46719,119482.5,4533.5,0.80934172848318,2806,0.998998386037683
6089,TRUE,89,120,"CA","Shasta County",3,180040,9.2,7.4,26919,4.9,15.6333333333333,12861.3333333333,37553,243.8,1361.66666666667,2618.33333333333,6187,52720.6666666667,3312.66666666667,0.30104348060854,709,0.990949028837033
6091,TRUE,0,0,"CA","Sierra County",8,2987,6.7,2.3375,392,6,0.425,60,945,243.8,7.375,5.5,45.125,347.875,12.125,0.364463311097635,0,0
6093,TRUE,0,0,"CA","Siskiyou County",6,43724,10,3.75,7396,6.7,1.2,1467,11160,243.8,195.666666666667,201.333333333333,937.666666666667,6271.83333333333,614.166666666667,0.389448183041723,136,0.806674051636708
6095,TRUE,70,687,"CA","Solano County",2,446610,12,13.1,34281,3.9,251.5,49370,70430,243.8,39407.5,44565.5,59985,133339,6451.5,0.663469017371014,4377,0.997438320679284
6097,TRUE,57,131,"CA","Sonoma County",2,499942,12,17.45,48846,2.7,153.55,49098,98714,243.8,7725,15702.5,67889.5,217034,9348,0.757329720594969,4843,0.999554962149744
6099,TRUE,93,1045,"CA","Stanislaus County",2,549815,21.7,8.45,84744,6.4,172.1,74400.5,72319,243.8,12544,21726,129167,229431,9623,0.509844449578809,5208,0.999777505837718
6101,TRUE,60,77,"CA","Sutter County",3,96807,22,5.9,13011,7.5,52.4333333333333,8353,14902,243.8,1276.33333333333,6160,10175.3333333333,23505,1342,0.418405222065788,823,0.770834910147814
